Type,Key Number,Title,KeyCite Treatment,KeyCite URL,Document URL,Court,Date,Citation,Headnote,Document Preview
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,"Terra Utilities, Inc. v. Public Service Commission",,,https://www.westlaw.com/Document/I73fdb405f79311d9bf60c1d57ebc853e/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=242&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F61978108628,Supreme Court of Utah.,"February 6, 1978",575 P.2d 1029,"Public Service Commission did not exceed its authority in acting on proposed rate increase of public utility, which was a wholly owned subsidiary of real estate developer, by looking through corporate form of the affiliated corporations and probing for economic realities and determining that developer must bear the risk of loss.","Public utility, a wholly owned subsidiary of real estate developer, appealed from an order of the Public Service Commission rejecting proposed rate increase for water and sewer services in..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,Peoples Natural Gas Division of Northern Natural Gas Co. v. Public Utilities Commission,,,https://www.westlaw.com/Document/I9f711db1f75d11d9bf60c1d57ebc853e/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=243&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F51977132254,"Supreme Court of Colorado, En Banc.","August 2, 1977",193 Colo. 421,"Public Utility Commission has authority to include only that portion of capital structure which finances rate base in calculation of just and reasonable rates and may pierce corporate structures of corporations which also operate nonutility divisionsor subsidiaries to impute capital structure for utility operation. <a href=""/Link/Document/FullText?findType=L&pubNum=1000517&cite=COSTS40-3-101&originatingDoc=I2726ee07ea9011e4b4bafa136b480ad2&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">C.R.S. '73, 40-3-101</a>(1), <a href=""/Link/Document/FullText?findType=L&pubNum=1000517&cite=COSTS40-3-102&originatingDoc=I2726ee07ea9011e4b4bafa136b480ad2&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">40-3-102</a>, <a href=""/Link/Document/FullText?findType=L&pubNum=1000517&cite=COSTS40-3%20-111&originatingDoc=I2726ee07ea9011e4b4bafa136b480ad2&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">40-3-111</a>.","Public Utilities Commission set rate increase for gas utility and utility sought review. The District Court, El Paso County, Joe A. Cannon, J., affirmed the decision and utility appealed...."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,Washington Nat. Corp. v. Thomas,Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id31d51b8f76211d99439b076ef9ec4de&rank=244&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Id31d51b8f76211d99439b076ef9ec4de/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=244&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F51977133475,"Court of Appeals of Arizona, Division 2.","August 2, 1977",117 Ariz. 95,"Corporation could not escape liability for claimed securities violation of its wholly owned subsidiary, a trust company, by interposing the corporate fiction, where trust company was deliberately programmed to lose large sums of money and without the infusion of $100,000 each year the trust company could not meet its normal operating expenses. <a href=""/Link/Document/FullText?findType=L&pubNum=1000251&cite=AZSTS6-856&originatingDoc=I119f8e91cc5411ea8c24c7be4f705cad&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">A.R.S. § 6-856</a>.",Suit was filed seeking damages and rescission of trust agreements on claim of violation of securities laws arising out of the claimed unauthorized sale of stock held in trust and purchase...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,Miles v. Coca-Cola Bottling Co.,,,https://www.westlaw.com/Document/I9cb87e22550e11d9bf30d7fdf51b6bd4/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=245&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F21973105827,"United States District Court, E.D. Wisconsin.","May 18, 1973",360 F.Supp. 869,"Parent of corporation which was allegedly engaged in price discrimination in violation of Robinson-Patman Act was not exposed to liability solely by reason of its parent status. Clayton Act § 2(a) as amended by Robinson-Patman Price Discrimination Act, 15 U.S.C.A. § 13(a).","Gasoline service station operators brought action against soft drink bottling companies and the parent of one of them, asserting that plaintiffs were the victims of discriminatory pricing..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,"Family Center Drug Store, Inc. v. North Dakota State Bd. of Pharmacy",,,https://www.westlaw.com/Document/Ia8cd263dfe8611d98ac8f235252e36df/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=246&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41970126293,Supreme Court of North Dakota.,"December 4, 1970",181 N.W.2d 738,"Where, in light of relationship between food retailer, retail drug subsidiary of food retailer and retail drug corporation, actual control of retail drug corporation was in food retailer and its subsidiary, board of pharmacy properly saw through corporate veil of retail food corporation for purpose of determining whether control of retail drug corporation, seeking permit to open and operate pharmacy, was in a registered pharmacist, as required by statute. <a href=""/Link/Document/FullText?findType=L&pubNum=1002016&cite=NDST43-15-35&originatingDoc=I5245395641d611e0ac6aa914c1fd1d3f&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">NDCC 43-15-35</a>.","Appeal from order of State Board of Pharmacy denying corporation permit to open and operate pharmacy. The District Court of Burleigh County, M. C. Fredricks, J., reversed, and the board..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,P.F. Collier & Son Corp. v. F.T.C.,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ie5999a718f8d11d98e8fb00d6c6a02dd&rank=247&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ie5999a718f8d11d98e8fb00d6c6a02dd/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=247&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F151970118571,"United States Court of Appeals, Sixth Circuit.","May 27, 1970",427 F.2d 261,"Where dissolved and successor subsidiaries and parent corporation formed single enterprise, violations of Federal Trade Commission Act by dissolved subsidiary would be deemed those of the enterprise. Federal Trade Commission Act, § 5(a) (1, 6), 15 U.S.C.A. § 45(a) (1, 6).",Petition to review order of Federal Trade Commission requiring corporations to cease and desist from unfair and deceptive trade practices allegedly employed in door-to-door sales of...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,"Carl Zeiss Stiftung v. V. E. B. Carl Zeiss, Jena",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia04ea30254a711d997e0acd5cbb90d3f&rank=248&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ia04ea30254a711d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=248&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F81951116588,United States District Court S.D. New York.,"March 12, 1969",298 F.Supp. 1309,"Existence of parent-subsidiary relation is entitled to considerable weight in determining whether parent is legally responsible for antitrust misconduct of its subsidiary, but separate corporate entities will not be disregarded unless it appears that subsidiary is independent of parent in form only, and is mere alter ego of parent.","Trademark infringement case. Plaintiff moved to dismiss antitrust misuse defense. The District Court, Mansfield, J., held that evidence was insufficient to establish antitrust misuse..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,"Reines Distributors, Inc. v. Admiral Corp.",Overruling Risk KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I4218e36554c811d9a99c85a9e6023ffa&rank=249&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&overruleRisk=true&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I4218e36554c811d9a99c85a9e6023ffa/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=249&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F31966118809,United States District Court S.D. New York.,"July 22, 1966",256 F.Supp. 581,"Corporate veil between parent and subsidiary distributor will be disregarded when control asserted by parent is significant and they will be regarded as the same seller for Robinson-Patman purposes. Clayton Act, § 2(a, d, e) as amended by Robinson-Patman Price Discrimination Act, <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=15USCAS13&originatingDoc=I0c59594441d011e0b931b80af77abaf1&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">15 U.S.C.A. § 13</a>(a, d, e).","Plaintiff, a franchise distributor of defendant manufacturer's products, asserted claims under Robinson-Patman Act and Sherman Act, and for breach of contract. The District Court, Metzner,..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,"Reines Distributors, Inc. v. Admiral Corp.",Overruling Risk KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I4218e36554c811d9a99c85a9e6023ffa&rank=250&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&overruleRisk=true&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I4218e36554c811d9a99c85a9e6023ffa/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=250&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41966118809,United States District Court S.D. New York.,"July 22, 1966",256 F.Supp. 581,"Subsidiary distributor could not be regarded as a separate seller from parent, for Robinson-Patman purposes, where methods, procedures and controls of parent over subsidiary did not differ from period when subsidiary operated as branch or division, although there was technically a sale for purposes of sales law when goods flowed between parent and subsidiary. Clayton Act, § 2(a, d, e) as amended by Robinson-Patman Price Discrimination Act, <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=15USCAS13&originatingDoc=I0c59593341d011e0b931b80af77abaf1&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">15 U.S.C.A. § 13</a>(a, d, e).","Plaintiff, a franchise distributor of defendant manufacturer's products, asserted claims under Robinson-Patman Act and Sherman Act, and for breach of contract. The District Court, Metzner,..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1061 Evasion or violation of law or orders in general >,United Transit Co. v. Nunes,,,https://www.westlaw.com/Document/I66dd948933f211d98b61a35269fc5f88/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=251&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F51965107298,Supreme Court of Rhode Island.,"April 12, 1965",99 R.I. 501,"Where charter bus company provided its school bus subsidiary with management service without receiving in return an aliquot share of cost, furnished it with capital funds on only relatively small portion of which it received return, and repaired on its premises and with its personnel school buses without reward other than recapture of its out-of-pocket expenses, public utility administrator's determination, in proceeding to determine proper fare structure, that identity of subsidiary had been merged with that of parent was not unreasonable. Pub.Laws 1959, c. 144, § 7.",Separate appeals by bus company and private citizen from an order of the Public Utility Administrator which permitted bus company to abandon its operations on certain routes but refused...
